listing_id,category,location,seller_type,posted_days_ago,title,description,price_aed,is_suspicious,suspicious_reason
2916,Fashion,Abu Dhabi,individual,0,Nike Model Y for sale - Fair,Fair. No issues. Can meet in Abu Dhabi. Email: davidalvarez@yahoo.com,1215,1,email_in_description|new_listing_fast_post
2143,Furniture,Dubai Marina,individual,19,Sofa set - Like New,Sofa set in Like New. Pickup from Dubai Marina.,531,0,
2697,Services,Dubai Marina,business,27,Generic Model X for sale - Good condition,Good condition. No issues. Can meet in Dubai Marina.,971,0,
2111,Cars,Downtown Dubai,business,16,2012 Nissan X-Trail - 249125km,Fair. Well maintained. Service history available. Located in Downtown Dubai.,87053,0,
3380,Electronics,Downtown Dubai,individual,16,GENUINE 💯 LG MODEL Y 64GB GOOD CONDITION,Good condition. No issues. Can meet in Downtown Dubai.,4602,1,spam_title_caps
2475,Furniture,Dubai Marina,business,19,Office chair for sale - New,Office chair in New. Pickup from Dubai Marina.,716,0,
2487,Mobiles,Business Bay,individual,16,OnePlus Model X 64GB - with box,Like New. No issues. Can meet in Business Bay.,3786,0,
2713,Furniture,Business Bay,individual,25,Coffee table - barely used,Coffee table in Good condition. Pickup from Business Bay.,345,0,
2820,Fashion,Ajman,individual,25,Adidas Model X 128GB Like New,Like New. No issues. Can meet in Ajman.,632,1,
3079,Laptops,Ajman,individual,29,Lenovo IdeaPad for sale - Like New,Like New. Battery good. Includes charger. Available in Ajman.,5669,1,
2849,Electronics,Bur Dubai,individual,0,Samsung S23 Ultra for sale - New,New. No issues. Can meet in Bur Dubai. Contact WhatsApp +971599786580 offer offer offer offer offer,891,1,new_listing_fast_post|phone_in_description|price_too_low|repeated_words
2732,Bikes,Abu Dhabi,business,24,Honda Model Z 128GB Like New,Like New. No issues. Can meet in Abu Dhabi.,586,0,
2792,Fashion,Al Barsha,business,28,Adidas Model Y 512GB Like New,Like New. No issues. Can meet in Al Barsha. Contact WhatsApp +971555365912,1281,1,phone_in_description
1327,Apartments,Abu Dhabi,business,21,3BR apartment in Abu Dhabi - Furnished,3 bedroom apartment in Abu Dhabi. Furnished. Ready to move. Family building.,13871,0,
1442,Cars,JLT,business,24,2016 Nissan Sunny - 28199km,Used. Well maintained. Service history available. Located in JLT.,66381,0,
2592,Cars,Bur Dubai,individual,9,2013 Nissan Patrol 123838km - Fair,Fair. Well maintained. Service history available. Located in Bur Dubai.,147540,0,
2381,Mobiles,Business Bay,business,13,Xiaomi Model Z 64GB Used,Used. No issues. Can meet in Business Bay.,4240,0,
1832,Services,Business Bay,business,10,Other Model X 128GB Like New,Like New. No issues. Can meet in Business Bay.,161,0,
3467,Fashion,Bur Dubai,individual,7,CALL NOW 😱 H&M MODEL X FOR SALE - USED,Used. No issues. Can meet in Bur Dubai. Contact WhatsApp +971514745526,778,1,phone_in_description|spam_title_caps
2891,Furniture,JLT,individual,1,Sofa set for sale - New,Sofa set in New. Pickup from JLT. Contact WhatsApp +971544760289,2360,1,new_listing_fast_post|phone_in_description
2310,Furniture,Bur Dubai,business,15,Office chair - barely used,Office chair in Like New. Pickup from Bur Dubai.,3186,0,
1086,Bikes,Ajman,business,15,Honda Model Y 256GB - with box,New. No issues. Can meet in Ajman.,15177,0,
3440,Services,Ajman,individual,0,Generic Model X 256GB New,New. No issues. Can meet in Ajman. Contact WhatsApp +971528002864,1688,1,new_listing_fast_post|phone_in_description
1777,Apartments,JLT,business,28,4BHK in JLT | Unfurnished,4 bedroom apartment in JLT. Unfurnished. Ready to move. Family building.,8994,0,
3426,Electronics,JLT,individual,1,PROMOTION 🚨 BOSE MODEL Z FOR SALE - USED,Used. No issues. Can meet in JLT.,58,1,price_too_low|spam_title_caps
1054,Cars,Abu Dhabi,individual,14,Nissan Altima 2022 - Fair,Fair. Well maintained. Service history available. Located in Abu Dhabi.,147233,0,
2875,Mobiles,Deira,business,22,FREE DELIVERY 🎉 SAMSUNG S22 64GB NEW,New. No issues. Can meet in Deira.,407,1,price_too_low|spam_title_caps
2287,Mobiles,Deira,individual,3,Google Model Y 256GB Like New,Like New. No issues. Can meet in Deira.,2766,0,
2731,Mobiles,Deira,individual,19,Apple iPhone 15 Pro 128GB - with box,New. No issues. Can meet in Deira.,1008,0,
2801,Laptops,Dubai Marina,business,20,NO SCAM 😱 LENOVO THINKPAD FOR SALE - NEW,New. Battery good. Includes charger. Available in Dubai Marina. Email: michellejames@outlook.com,5731,1,email_in_description|spam_title_caps
2245,Cars,Business Bay,business,11,2016 Kia Model X - 220772km,Good condition. Well maintained. Service history available. Located in Business Bay.,87411,0,
1113,Furniture,Downtown Dubai,business,22,Bed frame for sale - Good condition,Bed frame in Good condition. Pickup from Downtown Dubai.,536,0,
3341,Cars,Dubai Marina,business,17,URGENT SALE 😱 2020 TOYOTA YARIS 222070KM - NEW,New. Well maintained. Service history available. Located in Dubai Marina. Contact WhatsApp +971529313232,16553,1,phone_in_description|price_too_low|spam_title_caps
1987,Services,Business Bay,individual,10,Other Model X 256GB Used,Used. No issues. Can meet in Business Bay.,1296,0,
3261,Mobiles,Al Barsha,individual,0,Xiaomi Model Z 64GB Like New,Like New. No issues. Can meet in Al Barsha. Contact WhatsApp +971569059768 Email: psanchez@yahoo.com,191,1,email_in_description|new_listing_fast_post|phone_in_description|price_too_low
3073,Apartments,Downtown Dubai,business,28,URGENT SALE 😱 3BR APARTMENT IN DOWNTOWN DUBAI - FURNISHED,3 bedroom apartment in Downtown Dubai. Furnished. Ready to move. Family building. Contact WhatsApp +971596251075 Email: jonesjason@gmail.com,881,1,email_in_description|phone_in_description|price_too_low|spam_title_caps
2009,Mobiles,Business Bay,business,26,Apple iPhone 13 512GB - with box,New. No issues. Can meet in Business Bay.,2207,0,
2198,Furniture,Bur Dubai,individual,22,Coffee table - barely used,Coffee table in Used. Pickup from Bur Dubai.,3111,0,
1589,Jobs,JLT,individual,15,Other Model Y for sale - Fair,Fair. No issues. Can meet in JLT.,0,0,
1768,Bikes,Downtown Dubai,individual,1,Yamaha Model Z for sale - New,New. No issues. Can meet in Downtown Dubai.,4196,0,
1017,Electronics,Sharjah,individual,26,LG Model X 512GB - with box,Fair. No issues. Can meet in Sharjah.,1552,0,
2042,Services,Bur Dubai,individual,18,Other Model X for sale - New,New. No issues. Can meet in Bur Dubai.,1714,0,
3040,Services,Business Bay,individual,5,Generic Model Y 128GB New,New. No issues. Can meet in Business Bay. offer offer offer offer offer offer offer offer offer,1958,1,repeated_words
1285,Services,Downtown Dubai,individual,24,Generic Model Z 128GB - with box,Fair. No issues. Can meet in Downtown Dubai.,829,0,
1428,Bikes,Business Bay,individual,6,Kawasaki Model Z 64GB - with box,Used. No issues. Can meet in Business Bay.,17349,0,
2921,Mobiles,Dubai Marina,individual,0,OnePlus Model X for sale - Good condition,Good condition. No issues. Can meet in Dubai Marina.,3847,1,new_listing_fast_post
2356,Apartments,JLT,individual,29,1BHK in JLT | Semi-furnished,1 bedroom apartment in JLT. Semi-furnished. Ready to move. Family building.,17179,0,
1669,Bikes,Downtown Dubai,individual,11,Kawasaki Model Z 64GB - with box,Like New. No issues. Can meet in Downtown Dubai.,16623,0,
1031,Fashion,JLT,business,13,Adidas Model Z 256GB Used,Used. No issues. Can meet in JLT.,573,0,
1722,Fashion,Abu Dhabi,individual,27,H&M Model Z 512GB New,New. No issues. Can meet in Abu Dhabi.,1241,0,
1951,Services,Downtown Dubai,business,11,Other Model Y 64GB Used,Used. No issues. Can meet in Downtown Dubai.,954,0,
2764,Furniture,Dubai Marina,individual,1,100% ORIGINAL 🎉 OFFICE CHAIR - FAIR,Office chair in Fair. Pickup from Dubai Marina. Contact WhatsApp +971508214383 Email: lrobinson@gmail.com,2273,1,email_in_description|new_listing_fast_post|phone_in_description|spam_title_caps
1214,Furniture,Abu Dhabi,individual,0,Coffee table for sale - Good condition,Coffee table in Good condition. Pickup from Abu Dhabi.,3228,0,
2789,Fashion,Dubai Marina,business,21,Adidas Model X 128GB - with box,Like New. No issues. Can meet in Dubai Marina. Contact WhatsApp +971534315927 Email: maria95@yahoo.com offer offer offer offer offer offer offer offer,122,1,email_in_description|phone_in_description|repeated_words
2164,Services,Deira,business,0,Generic Model X for sale - New,New. No issues. Can meet in Deira.,1771,0,
1326,Apartments,Downtown Dubai,individual,20,4BHK in Downtown Dubai | Furnished,4 bedroom apartment in Downtown Dubai. Furnished. Ready to move. Family building.,12226,0,
1560,Mobiles,Abu Dhabi,individual,16,OnePlus Model Z 256GB Used,Used. No issues. Can meet in Abu Dhabi.,1976,0,
2086,Cars,Al Barsha,business,11,2019 Honda Model Z - 77456km,Fair. Well maintained. Service history available. Located in Al Barsha.,80337,0,
2830,Electronics,JLT,individual,19,JBL Model X for sale - New,New. No issues. Can meet in JLT.,342,1,price_too_low
1341,Cars,Bur Dubai,individual,23,2016 BMW 3 Series 152325km - New,New. Well maintained. Service history available. Located in Bur Dubai.,76930,0,
1147,Apartments,Abu Dhabi,business,3,4 bedroom apartment for rent in Abu Dhabi,4 bedroom apartment in Abu Dhabi. Unfurnished. Ready to move. Family building.,7553,0,
2840,Bikes,Deira,individual,17,Kawasaki Model Y 512GB New,New. No issues. Can meet in Deira.,2380,1,
2107,Laptops,Bur Dubai,individual,20,Dell Inspiron 32GB RAM 512GB SSD - New,New. Battery good. Includes charger. Available in Bur Dubai.,4890,0,
1848,Laptops,JLT,business,16,Dell XPS 13 for sale - Good condition,Good condition. Battery good. Includes charger. Available in JLT.,2775,0,
1966,Bikes,JLT,individual,12,Honda Model Y 512GB - with box,Like New. No issues. Can meet in JLT.,15857,0,
2072,Bikes,Sharjah,individual,5,Kawasaki Model X 256GB - with box,Used. No issues. Can meet in Sharjah.,6803,0,
1155,Electronics,Abu Dhabi,individual,16,Samsung S23 Ultra 128GB Used,Used. No issues. Can meet in Abu Dhabi.,1399,0,
3141,Apartments,Abu Dhabi,business,5,FREE DELIVERY 🎉 4BHK IN ABU DHABI | FURNISHED,4 bedroom apartment in Abu Dhabi. Furnished. Ready to move. Family building. Contact WhatsApp +971593823299,14618,1,phone_in_description|spam_title_caps
3110,Laptops,Bur Dubai,individual,28,100% ORIGINAL ✅ HP ELITEBOOK 32GB RAM 1024GB SSD - USED,Used. Battery good. Includes charger. Available in Bur Dubai. Contact WhatsApp +971549445469 Email: smithkellie@gmail.com,1344,1,email_in_description|phone_in_description|price_too_low|spam_title_caps
2002,Bikes,Bur Dubai,individual,20,Yamaha Model X 512GB - with box,Good condition. No issues. Can meet in Bur Dubai.,5620,0,
2844,Fashion,JLT,individual,0,Zara Model X 256GB Like New,Like New. No issues. Can meet in JLT. urgent urgent urgent urgent urgent urgent urgent urgent urgent urgent urgent,1121,1,new_listing_fast_post|repeated_words
3092,Electronics,Al Barsha,individual,1,BEST PRICE 📞 SAMSUNG A54 FOR SALE - NEW,New. No issues. Can meet in Al Barsha.,3717,1,new_listing_fast_post|spam_title_caps
2848,Apartments,JLT,individual,6,FREE DELIVERY 🎉 4 BEDROOM APARTMENT FOR RENT IN JLT,4 bedroom apartment in JLT. Unfurnished. Ready to move. Family building. Email: jeffrey28@outlook.com,898,1,email_in_description|price_too_low|spam_title_caps
3209,Mobiles,Sharjah,business,10,WHATSAPP 😱 XIAOMI MODEL Y 256GB NEW,New. No issues. Can meet in Sharjah. Contact WhatsApp +971592165010 Email: lbyrd@gmail.com,211,1,email_in_description|phone_in_description|price_too_low|spam_title_caps
3352,Mobiles,Dubai Marina,individual,22,WHATSAPP 😱 XIAOMI MODEL Z 128GB - WITH BOX,Used. No issues. Can meet in Dubai Marina.,4382,1,spam_title_caps
2203,Electronics,Business Bay,individual,14,LG Model X 512GB New,New. No issues. Can meet in Business Bay.,2385,0,
2632,Jobs,Ajman,individual,28,Generic Model Y 64GB - with box,Like New. No issues. Can meet in Ajman.,0,0,
3345,Furniture,Sharjah,individual,27,Sofa set - Used,Sofa set in Used. Pickup from Sharjah.,248,1,
2393,Jobs,Abu Dhabi,individual,26,Other Model X 128GB Fair,Fair. No issues. Can meet in Abu Dhabi.,0,0,
3351,Fashion,Deira,individual,1,CHEAP 💯 ZARA MODEL Y 256GB LIKE NEW,Like New. No issues. Can meet in Deira.,1124,1,new_listing_fast_post|spam_title_caps
3288,Laptops,Downtown Dubai,individual,0,GENUINE 🚨 DELL LATITUDE 32GB RAM 512GB SSD - USED,Used. Battery good. Includes charger. Available in Downtown Dubai. Contact WhatsApp +971591989763,742,1,new_listing_fast_post|phone_in_description|spam_title_caps
2980,Electronics,Ajman,individual,1,FREE DELIVERY ✅ SAMSUNG S23 ULTRA 128GB LIKE NEW,Like New. No issues. Can meet in Ajman. original original original original original original original original original original original,3097,1,new_listing_fast_post|repeated_words|spam_title_caps
3242,Furniture,Sharjah,individual,30,CALL NOW 🎉 COFFEE TABLE FOR SALE - NEW,Coffee table in New. Pickup from Sharjah. Contact WhatsApp +971569955929,301,1,phone_in_description|spam_title_caps
1938,Jobs,Dubai Marina,individual,17,Other Model Y 128GB - with box,Like New. No issues. Can meet in Dubai Marina.,0,0,
3244,Fashion,Bur Dubai,individual,0,LIMITED OFFER 😱 H&M MODEL Y 64GB GOOD CONDITION,Good condition. No issues. Can meet in Bur Dubai. Contact WhatsApp +971579489806,914,1,phone_in_description|spam_title_caps
1346,Electronics,Abu Dhabi,individual,21,LG Model Z for sale - Like New,Like New. No issues. Can meet in Abu Dhabi.,764,0,
3084,Electronics,Bur Dubai,business,3,Sony Model Z for sale - New,New. No issues. Can meet in Bur Dubai.,722,1,price_too_low
3474,Fashion,Downtown Dubai,individual,0,CHEAP 📞 H&M MODEL X 128GB - WITH BOX,New. No issues. Can meet in Downtown Dubai. Contact WhatsApp +971552786278,1132,1,new_listing_fast_post|phone_in_description|spam_title_caps
2418,Furniture,Abu Dhabi,business,23,Dining table for sale - Like New,Dining table in Like New. Pickup from Abu Dhabi.,2586,0,
1385,Electronics,Bur Dubai,business,26,Sony Model X 128GB Like New,Like New. No issues. Can meet in Bur Dubai.,2590,0,
2580,Apartments,Business Bay,individual,9,3BHK in Business Bay | Unfurnished,3 bedroom apartment in Business Bay. Unfurnished. Ready to move. Family building.,9573,0,
3097,Cars,Business Bay,business,7,2009 Nissan Sunny - 95540km,Used. Well maintained. Service history available. Located in Business Bay. urgent urgent urgent urgent urgent urgent urgent urgent urgent urgent urgent,117910,1,repeated_words
1243,Fashion,Al Barsha,business,13,Adidas Model X 64GB - with box,Fair. No issues. Can meet in Al Barsha.,944,0,
2622,Cars,Sharjah,individual,21,Toyota Corolla 2018 - Used,Used. Well maintained. Service history available. Located in Sharjah.,167335,0,
1936,Mobiles,Deira,individual,22,Google Model X for sale - Good condition,Good condition. No issues. Can meet in Deira.,3508,0,
3221,Mobiles,Ajman,business,27,NO SCAM ✅ SAMSUNG NOTE 20 64GB LIKE NEW,Like New. No issues. Can meet in Ajman. Contact WhatsApp +971567723906 Email: steven73@gmail.com offer offer offer offer offer offer offer offer offer offer offer,477,1,email_in_description|phone_in_description|price_too_low|repeated_words|spam_title_caps
1312,Bikes,Abu Dhabi,individual,16,Yamaha Model Y 256GB - with box,Fair. No issues. Can meet in Abu Dhabi.,1663,0,
3439,Cars,Downtown Dubai,business,30,2021 Nissan Altima - 95422km,Used. Well maintained. Service history available. Located in Downtown Dubai.,7209,1,price_too_low
2524,Mobiles,Al Barsha,business,14,Samsung A54 for sale - Like New,Like New. No issues. Can meet in Al Barsha.,3698,0,
2332,Laptops,JLT,business,16,Dell Inspiron 16GB RAM 512GB SSD - Good condition,Good condition. Battery good. Includes charger. Available in JLT.,2584,0,
1968,Bikes,JLT,business,26,Honda Model Z 256GB - with box,Fair. No issues. Can meet in JLT.,16387,0,
1660,Electronics,Ajman,business,3,JBL Model Z 64GB Used,Used. No issues. Can meet in Ajman.,1982,0,
1935,Fashion,Bur Dubai,business,13,Nike Model Y for sale - Like New,Like New. No issues. Can meet in Bur Dubai.,479,0,
1370,Laptops,Bur Dubai,business,5,Dell Inspiron 8GB RAM 1024GB SSD - New,New. Battery good. Includes charger. Available in Bur Dubai.,863,0,
1566,Furniture,Dubai Marina,business,15,Coffee table for sale - Fair,Coffee table in Fair. Pickup from Dubai Marina.,877,0,
2957,Apartments,Business Bay,business,4,LIMITED OFFER 💯 1BR APARTMENT IN BUSINESS BAY - FURNISHED,1 bedroom apartment in Business Bay. Furnished. Ready to move. Family building. Contact WhatsApp +971507830977,2658,1,phone_in_description|price_too_low|spam_title_caps
1824,Furniture,Deira,individual,13,Office chair for sale - Good condition,Office chair in Good condition. Pickup from Deira.,1064,0,
1982,Cars,Business Bay,business,1,2018 Toyota Yaris - 162339km,Fair. Well maintained. Service history available. Located in Business Bay.,57688,0,
2979,Bikes,Downtown Dubai,business,29,GUARANTEED ✅ SUZUKI MODEL Y 512GB FAIR,Fair. No issues. Can meet in Downtown Dubai. Contact WhatsApp +971533562992 Email: agomez@gmail.com,10927,1,email_in_description|phone_in_description|spam_title_caps
2477,Fashion,Al Barsha,individual,28,Adidas Model X 256GB Like New,Like New. No issues. Can meet in Al Barsha.,236,0,
3148,Furniture,Business Bay,individual,30,Office chair for sale - New,Office chair in New. Pickup from Business Bay. Contact WhatsApp +971528783319,576,1,phone_in_description
1813,Furniture,JLT,individual,29,Bed frame - barely used,Bed frame in Used. Pickup from JLT.,1399,0,
1778,Bikes,Abu Dhabi,individual,21,Honda Model Y 512GB - with box,New. No issues. Can meet in Abu Dhabi.,19651,0,
2320,Cars,Dubai Marina,business,13,Mercedes Model Z 2015 - Fair,Fair. Well maintained. Service history available. Located in Dubai Marina.,134938,0,
2521,Jobs,Sharjah,business,27,Generic Model Y 512GB - with box,Fair. No issues. Can meet in Sharjah.,0,0,
2052,Apartments,Al Barsha,individual,18,4BHK in Al Barsha | Semi-furnished,4 bedroom apartment in Al Barsha. Semi-furnished. Ready to move. Family building.,12389,0,
2813,Services,JLT,business,2,Other Model X 512GB - with box,New. No issues. Can meet in JLT. offer offer offer offer offer offer offer offer offer offer offer,137,1,repeated_words
2013,Services,JLT,individual,8,Generic Model Z for sale - Used,Used. No issues. Can meet in JLT.,1043,0,
2401,Bikes,Bur Dubai,individual,1,Kawasaki Model Y 64GB - with box,Good condition. No issues. Can meet in Bur Dubai.,12401,0,
2709,Services,Abu Dhabi,individual,12,Generic Model Y for sale - New,New. No issues. Can meet in Abu Dhabi.,1964,0,
3071,Fashion,Downtown Dubai,individual,0,URGENT SALE ⚡ ZARA MODEL X FOR SALE - LIKE NEW,Like New. No issues. Can meet in Downtown Dubai.,325,1,new_listing_fast_post|spam_title_caps
2753,Laptops,Deira,individual,27,PROMOTION 🚨 LENOVO THINKPAD FOR SALE - LIKE NEW,Like New. Battery good. Includes charger. Available in Deira. Contact WhatsApp +971556017805 Email: donaldgarcia@gmail.com,4843,1,email_in_description|phone_in_description|spam_title_caps
1126,Apartments,Sharjah,individual,14,3 bedroom apartment for rent in Sharjah,3 bedroom apartment in Sharjah. Unfurnished. Ready to move. Family building.,8376,0,
1887,Cars,Abu Dhabi,individual,27,2009 Mercedes Model Y 210689km - Like New,Like New. Well maintained. Service history available. Located in Abu Dhabi.,154545,0,
3029,Bikes,Abu Dhabi,individual,1,WHATSAPP ✅ KAWASAKI MODEL Z 128GB - WITH BOX,Used. No issues. Can meet in Abu Dhabi. Email: hshaw@outlook.com,10094,1,email_in_description|new_listing_fast_post|spam_title_caps
2347,Laptops,Al Barsha,business,19,HP Pavilion for sale - Fair,Fair. Battery good. Includes charger. Available in Al Barsha.,2374,0,
2007,Furniture,Abu Dhabi,business,30,Bed frame - barely used,Bed frame in Fair. Pickup from Abu Dhabi.,464,0,
1355,Apartments,Business Bay,individual,24,4BR apartment in Business Bay - Semi-furnished,4 bedroom apartment in Business Bay. Semi-furnished. Ready to move. Family building.,9160,0,
2003,Apartments,Downtown Dubai,business,30,3BHK in Downtown Dubai | Unfurnished,3 bedroom apartment in Downtown Dubai. Unfurnished. Ready to move. Family building.,13164,0,
1682,Laptops,Deira,business,12,Apple MacBook Air 32GB RAM 512GB SSD - Good condition,Good condition. Battery good. Includes charger. Available in Deira.,3065,0,
1827,Electronics,Abu Dhabi,individual,1,LG Model Y 256GB - with box,Used. No issues. Can meet in Abu Dhabi.,572,0,
2491,Mobiles,Business Bay,business,29,Google Model Y 128GB New,New. No issues. Can meet in Business Bay.,910,0,
1984,Jobs,Business Bay,business,0,Generic Model Y for sale - Used,Used. No issues. Can meet in Business Bay.,0,0,
2233,Fashion,Bur Dubai,business,1,H&M Model Z for sale - Like New,Like New. No issues. Can meet in Bur Dubai.,1090,0,
3121,Jobs,Al Barsha,individual,8,Generic Model Z 64GB Good condition,Good condition. No issues. Can meet in Al Barsha. Email: russellwilliams@gmail.com,0,1,email_in_description
1140,Services,Al Barsha,business,27,Other Model Z for sale - New,New. No issues. Can meet in Al Barsha.,262,0,
1217,Jobs,Abu Dhabi,business,30,Generic Model Z 512GB - with box,Like New. No issues. Can meet in Abu Dhabi.,0,0,
3048,Electronics,Al Barsha,individual,0,Samsung Note 20 256GB - with box,Good condition. No issues. Can meet in Al Barsha.,1942,1,new_listing_fast_post
2654,Bikes,Abu Dhabi,business,19,Yamaha Model Z 64GB Like New,Like New. No issues. Can meet in Abu Dhabi.,1322,0,
3218,Furniture,Sharjah,individual,9,WHATSAPP 💯 COFFEE TABLE FOR SALE - LIKE NEW,Coffee table in Like New. Pickup from Sharjah.,3157,1,spam_title_caps
2700,Cars,Dubai Marina,business,11,2018 BMW 3 Series - 94559km,Good condition. Well maintained. Service history available. Located in Dubai Marina.,166674,0,
2453,Bikes,JLT,individual,24,Yamaha Model Y for sale - Good condition,Good condition. No issues. Can meet in JLT.,5645,0,
1022,Apartments,Abu Dhabi,business,4,2BHK in Abu Dhabi | Furnished,2 bedroom apartment in Abu Dhabi. Furnished. Ready to move. Family building.,13296,0,
1711,Cars,Sharjah,individual,19,2008 BMW 3 Series 161200km - Used,Used. Well maintained. Service history available. Located in Sharjah.,58306,0,
2157,Furniture,Abu Dhabi,individual,26,Bed frame for sale - Good condition,Bed frame in Good condition. Pickup from Abu Dhabi.,1540,0,
2684,Furniture,Ajman,business,10,TV unit - New,TV unit in New. Pickup from Ajman.,915,0,
1871,Mobiles,Deira,business,26,Xiaomi Model Z 128GB Used,Used. No issues. Can meet in Deira.,1589,0,
2461,Furniture,Bur Dubai,business,26,TV unit for sale - New,TV unit in New. Pickup from Bur Dubai.,1434,0,
1010,Services,Sharjah,business,4,Generic Model Z 256GB - with box,Like New. No issues. Can meet in Sharjah.,1247,0,
2740,Cars,Sharjah,individual,27,2012 Mercedes Model X 19293km - Used,Used. Well maintained. Service history available. Located in Sharjah.,123088,0,
3356,Electronics,Bur Dubai,individual,0,Samsung Note 20 for sale - Fair,Fair. No issues. Can meet in Bur Dubai. urgent urgent urgent urgent urgent urgent urgent urgent,108,1,new_listing_fast_post|price_too_low|repeated_words
3323,Jobs,Dubai Marina,individual,26,BEST PRICE 🔥 GENERIC MODEL Y FOR SALE - NEW,New. No issues. Can meet in Dubai Marina. Email: tracynelson@outlook.com,0,1,email_in_description|spam_title_caps
2315,Electronics,Deira,individual,23,LG Model Z for sale - Used,Used. No issues. Can meet in Deira.,3914,0,
1754,Laptops,Sharjah,individual,22,HP laptop 16GB/1024GB - Like New,Like New. Battery good. Includes charger. Available in Sharjah.,1045,0,
1626,Mobiles,Business Bay,individual,27,Google Model Y 256GB Fair,Fair. No issues. Can meet in Business Bay.,700,0,
2728,Cars,JLT,individual,19,Toyota Yaris 2022 - Used,Used. Well maintained. Service history available. Located in JLT.,45128,0,
2468,Jobs,Sharjah,individual,23,Other Model Y for sale - Like New,Like New. No issues. Can meet in Sharjah.,0,0,
1129,Apartments,Ajman,individual,6,1BHK in Ajman | Semi-furnished,1 bedroom apartment in Ajman. Semi-furnished. Ready to move. Family building.,4629,0,
1843,Furniture,Ajman,business,4,Dining table for sale - New,Dining table in New. Pickup from Ajman.,1924,0,
1323,Jobs,Dubai Marina,individual,1,Generic Model X for sale - Good condition,Good condition. No issues. Can meet in Dubai Marina.,0,0,
3156,Mobiles,Business Bay,individual,0,PROMOTION 🎉 GOOGLE MODEL X 64GB - WITH BOX,Like New. No issues. Can meet in Business Bay. offer offer offer offer offer offer offer offer offer offer offer,190,1,new_listing_fast_post|price_too_low|repeated_words|spam_title_caps
2448,Mobiles,Al Barsha,individual,25,OnePlus Model X 512GB Like New,Like New. No issues. Can meet in Al Barsha.,2449,0,
2284,Bikes,Sharjah,business,0,Kawasaki Model X for sale - New,New. No issues. Can meet in Sharjah.,18538,0,
3421,Services,JLT,individual,15,Generic Model X for sale - Good condition,Good condition. No issues. Can meet in JLT. Contact WhatsApp +971563903453,623,1,phone_in_description
1014,Services,Business Bay,individual,14,Generic Model Z 64GB - with box,Used. No issues. Can meet in Business Bay.,661,0,
3046,Fashion,Deira,business,1,100% ORIGINAL 🚨 H&M MODEL Z 64GB LIKE NEW,Like New. No issues. Can meet in Deira. Contact WhatsApp +971514372878 Email: caseyjones@outlook.com,429,1,email_in_description|phone_in_description|spam_title_caps
1215,Services,Al Barsha,business,1,Generic Model Y 256GB New,New. No issues. Can meet in Al Barsha.,841,0,
2624,Cars,Al Barsha,business,20,2011 Mercedes Model Z 172054km - Fair,Fair. Well maintained. Service history available. Located in Al Barsha.,146841,0,
2937,Cars,Abu Dhabi,business,1,WHATSAPP 😱 2022 TOYOTA LAND CRUISER - 87535KM,Used. Well maintained. Service history available. Located in Abu Dhabi. Contact WhatsApp +971557661660 Email: chapmanjerry@outlook.com,4543,1,email_in_description|phone_in_description|price_too_low|spam_title_caps
2182,Fashion,Al Barsha,individual,11,Adidas Model X 256GB - with box,Good condition. No issues. Can meet in Al Barsha.,869,0,
2650,Bikes,Dubai Marina,business,14,Honda Model X for sale - Like New,Like New. No issues. Can meet in Dubai Marina.,3797,0,
2561,Laptops,Abu Dhabi,individual,27,Apple laptop 8GB/256GB - Fair,Fair. Battery good. Includes charger. Available in Abu Dhabi.,2221,0,
1864,Cars,Business Bay,individual,6,Mercedes Model X 2021 - Fair,Fair. Well maintained. Service history available. Located in Business Bay.,69530,0,
1516,Laptops,Abu Dhabi,individual,22,HP EliteBook 8GB RAM 512GB SSD - Fair,Fair. Battery good. Includes charger. Available in Abu Dhabi.,6065,0,
1597,Fashion,Business Bay,individual,22,Nike Model Y 128GB Good condition,Good condition. No issues. Can meet in Business Bay.,611,0,
1195,Electronics,Bur Dubai,business,24,LG Model Z 256GB - with box,Good condition. No issues. Can meet in Bur Dubai.,4223,0,
2277,Apartments,Downtown Dubai,business,5,3 bedroom apartment for rent in Downtown Dubai,3 bedroom apartment in Downtown Dubai. Furnished. Ready to move. Family building.,15000,0,
1288,Apartments,Sharjah,individual,3,3BR apartment in Sharjah - Unfurnished,3 bedroom apartment in Sharjah. Unfurnished. Ready to move. Family building.,15673,0,
1950,Jobs,Deira,individual,18,Other Model Y for sale - Good condition,Good condition. No issues. Can meet in Deira.,0,0,
3350,Mobiles,Abu Dhabi,individual,26,Xiaomi Model Z for sale - Fair,Fair. No issues. Can meet in Abu Dhabi. offer offer offer offer offer offer offer offer offer offer,126,1,price_too_low|repeated_words
2854,Services,Ajman,business,19,Other Model Z for sale - Like New,Like New. No issues. Can meet in Ajman. offer offer offer offer offer offer offer,969,1,repeated_words
3381,Bikes,Abu Dhabi,business,18,LIMITED OFFER 💯 KAWASAKI MODEL Y 128GB GOOD CONDITION,Good condition. No issues. Can meet in Abu Dhabi. Contact WhatsApp +971511844801,1700,1,phone_in_description|spam_title_caps
2120,Services,Deira,individual,6,Generic Model X for sale - New,New. No issues. Can meet in Deira.,1551,0,
2572,Mobiles,Ajman,individual,0,Xiaomi Model X for sale - Used,Used. No issues. Can meet in Ajman.,1321,0,
